City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
382,Mersing,MY,2021-04-02 17:40:12,2.4312,103.8405,77.0,94,66,9.22
383,Horsham,GB,2021-04-02 17:40:12,51.064,-0.3272,51.01,61,20,16.11
384,Sokoto,NG,2021-04-02 17:40:13,13.0609,5.239,88.41,7,7,9.42
385,Zhezkazgan,KZ,2021-04-02 17:40:13,47.8043,67.7144,27.63,74,3,10.58
386,Patnagarh,IN,2021-04-02 17:40:13,20.7167,83.15,83.82,8,0,1.05
387,Marshfield,US,2021-04-02 17:40:14,44.6689,-90.1718,46.99,29,1,20.71
388,Sao Felix Do Xingu,BR,2021-04-02 17:40:14,-6.6447,-51.995,82.13,75,99,3.78
389,Bilibino,RU,2021-04-02 17:40:15,68.0546,166.4372,-10.23,89,100,7.23
390,Mapiripan,CO,2021-04-02 17:40:16,2.8892,-72.1256,81.91,79,98,5.7
391,Shieli,KZ,2021-04-02 17:40:16,44.1667,66.75,45.48,44,9,8.52
392,Bibbiena,IT,2021-04-02 17:40:16,43.6965,11.8135,68.0,34,0,9.22
393,Nshamba,TZ,2021-04-02 17:40:16,-1.7983,31.5511,73.4,83,20,2.19
394,Tilichiki,RU,2021-04-02 17:40:17,60.4667,166.1,1.04,95,94,4.25
395,Laguna,US,2021-04-02 17:40:17,38.421,-121.4238,70.0,42,1,3.44
396,Viedma,AR,2021-04-02 17:36:03,-40.8135,-62.9967,79.54,31,56,13.76
397,Mana,GF,2021-04-02 17:40:18,5.6592,-53.7767,80.98,78,97,8.43
398,Moron,AR,2021-04-02 17:40:18,-34.6534,-58.6198,77.0,48,82,5.01
399,Hokitika,NZ,2021-04-02 17:40:18,-42.7167,170.9667,50.63,79,11,6.55
400,Kahului,US,2021-04-02 17:38:03,20.8947,-156.47,69.8,94,40,10.36
401,Bairnsdale,AU,2021-04-02 17:40:19,-37.8333,147.6167,57.99,82,0,1.99
402,Nha Trang,VN,2021-04-02 17:40:19,12.25,109.1833,80.6,83,20,2.3
403,Brigantine,US,2021-04-02 17:40:20,39.4101,-74.3646,37.0,35,90,17.27
404,Marsa Matruh,EG,2021-04-02 17:40:20,31.3525,27.2453,60.8,59,0,11.5
405,Kaduy,RU,2021-04-02 17:40:20,59.2,37.15,33.8,75,40,2.24
406,Skelleftea,SE,2021-04-02 17:40:21,64.7507,20.9528,39.2,48,90,10.36
407,Beringovskiy,RU,2021-04-02 17:40:21,63.05,179.3167,9.41,88,97,13.09
408,Muroto,JP,2021-04-02 17:40:22,33.2833,134.15,63.95,72,90,19.98
409,Presidencia Roque Saenz Pena,AR,2021-04-02 17:40:22,-26.7852,-60.4388,82.0,44,0,1.99
410,Malakal,SS,2021-04-02 17:40:22,9.5334,31.6605,91.89,14,42,5.37
411,Lernanist,AM,2021-04-02 17:40:23,40.4678,44.7924,55.4,33,20,3.44
412,Morondava,MG,2021-04-02 17:40:23,-20.2833,44.2833,80.87,79,26,8.93
413,Daru,PG,2021-04-02 17:40:23,-9.0763,143.2092,75.33,93,99,8.52
414,Ajdabiya,LY,2021-04-02 17:40:24,30.7554,20.2263,62.04,38,0,3.09
415,Maracaibo,VE,2021-04-02 17:40:24,10.6317,-71.6406,88.54,54,73,1.74
416,Bonnyville,CA,2021-04-02 17:40:25,54.2668,-110.735,41.0,36,20,11.5
417,Kasungu,MW,2021-04-02 17:40:25,-13.0333,33.4833,62.8,96,27,4.92
418,Montepuez,MZ,2021-04-02 17:40:26,-13.1256,38.9997,68.4,96,74,3.74
419,Mackenzie,CA,2021-04-02 17:40:26,55.2999,-123.1698,33.8,64,90,6.91
420,Kroya,ID,2021-04-02 17:40:26,-7.6331,109.2461,78.35,84,93,4.12
421,Visnes,NO,2021-04-02 17:40:27,59.3556,5.2242,42.8,65,10,34.52
422,Omsukchan,RU,2021-04-02 17:40:27,62.5333,155.8,-12.95,99,84,5.77
423,Nishihara,JP,2021-04-02 17:40:27,26.1842,127.7558,71.6,94,20,3.44
424,Matara,LK,2021-04-02 17:40:27,5.9485,80.5353,79.99,87,37,9.86
425,Half Moon Bay,US,2021-04-02 17:40:28,37.4636,-122.4286,62.01,67,1,6.31
426,Nanortalik,GL,2021-04-02 17:40:28,60.1432,-45.2371,35.87,99,100,2.06
427,San Carlos De Bariloche,AR,2021-04-02 17:40:28,-41.1456,-71.3082,72.0,51,40,3.44
428,Steenwijk,NL,2021-04-02 17:40:28,52.7875,6.1208,45.0,79,66,3.0
429,Oistins,BB,2021-04-02 17:40:29,13.0667,-59.5333,84.2,48,20,18.41
430,Pallipattu,IN,2021-04-02 17:40:29,13.3386,79.4449,81.32,66,4,1.99
431,Klaksvik,FO,2021-04-02 17:40:30,62.2266,-6.589,44.6,76,75,13.8
432,Trairi,BR,2021-04-02 17:40:30,-3.2778,-39.2689,86.09,60,24,11.43
433,Jalu,LY,2021-04-02 17:40:30,29.0331,21.5482,66.22,23,0,5.82
434,Zyryanka,RU,2021-04-02 17:40:30,65.75,150.85,-17.12,99,77,7.38
435,Waddan,LY,2021-04-02 17:38:21,29.1614,16.139,72.12,21,0,7.38
436,Hovd,MN,2021-04-02 17:40:31,48.0056,91.6419,28.71,35,16,2.8
437,Saint Anthony,US,2021-04-02 17:37:13,45.0205,-93.218,54.0,24,1,19.57
438,Governador Valadares,BR,2021-04-02 17:40:32,-18.8511,-41.9494,83.37,64,89,2.01
439,Ambulu,ID,2021-04-02 17:40:32,-8.345,113.6058,75.79,89,67,2.77
440,Saint-Pierre,RE,2021-04-02 17:40:32,-21.3393,55.4781,77.0,83,75,16.11
441,Umm Kaddadah,SD,2021-04-02 17:40:33,13.6017,26.6876,78.94,12,16,12.5
442,Hong Gai,VN,2021-04-02 17:40:33,20.956,107.0946,78.8,89,75,5.75
443,Derzhavinsk,KZ,2021-04-02 17:40:33,51.1,66.3167,23.63,96,23,8.99
444,Tazovskiy,RU,2021-04-02 17:40:34,67.4667,78.7,13.84,94,100,12.57
445,Sukhobezvodnoye,RU,2021-04-02 17:40:34,57.0491,44.8891,31.84,99,100,5.91
446,Asau,RO,2021-04-02 17:40:34,46.4333,26.4,44.01,64,99,4.65
447,Grand-Lahou,CI,2021-04-02 17:40:35,5.1367,-5.0242,81.79,80,58,9.04
448,Caibarien,CU,2021-04-02 17:40:35,22.5206,-79.4669,73.4,88,75,8.05
449,Kabinda,CD,2021-04-02 17:40:35,-6.1333,24.4833,69.89,90,79,3.76
450,Sitka,US,2021-04-02 17:40:36,57.0531,-135.33,33.8,93,90,5.75
451,Yining,CN,2021-04-02 17:40:36,29.0361,114.5636,57.76,95,98,3.15
452,Batticaloa,LK,2021-04-02 17:40:36,7.7102,81.6924,80.94,82,56,5.3
453,Meulaboh,ID,2021-04-02 17:40:38,4.1363,96.1285,76.1,86,100,6.53
454,Sinnamary,GF,2021-04-02 17:40:38,5.3833,-52.95,76.69,90,100,9.33
455,Bafoulabe,ML,2021-04-02 17:40:38,13.8065,-10.8321,106.79,4,5,8.46
456,Mercedes,AR,2021-04-02 17:40:39,-34.6515,-59.4307,77.0,55,45,3.0
457,Marrakesh,MA,2021-04-02 17:40:40,31.6315,-8.0083,80.6,29,20,5.75
458,Fernley,US,2021-04-02 17:40:40,39.608,-119.2518,66.99,16,7,1.99
459,Price,US,2021-04-02 17:40:41,39.5994,-110.8107,57.2,14,1,3.47
460,Ekhabi,RU,2021-04-02 17:40:42,53.5102,142.9671,30.43,89,100,18.84
461,Parati,BR,2021-04-02 17:40:42,-23.2178,-44.7131,84.2,45,40,4.61
462,Pflugerville,US,2021-04-02 17:39:15,30.4394,-97.62,68.0,27,1,13.8
463,Negrar,IT,2021-04-02 17:40:44,45.5288,10.938,73.4,31,0,2.3
464,Eyl,SO,2021-04-02 17:40:45,7.9803,49.8164,80.17,65,11,7.52
465,Torrington,US,2021-04-02 17:40:45,41.8007,-73.1212,30.0,54,90,16.11
466,Ambanja,MG,2021-04-02 17:40:46,-13.6833,48.45,76.24,89,39,2.75
467,Guarapari,BR,2021-04-02 17:40:47,-20.6667,-40.4975,78.8,73,20,10.36
468,Rosarito,MX,2021-04-02 17:40:47,32.3333,-117.0333,64.4,67,1,8.05
469,Ilulissat,GL,2021-04-02 17:40:48,69.2167,-51.1,10.4,56,20,6.91
470,Guia Lopes Da Laguna,BR,2021-04-02 17:40:49,-21.4578,-56.1142,91.98,32,86,5.41
471,Evensk,RU,2021-04-02 17:40:49,61.95,159.2333,10.08,79,100,7.11
472,Itaituba,BR,2021-04-02 17:40:49,-4.2761,-55.9836,87.8,66,40,8.05
473,Usak,TR,2021-04-02 17:40:50,38.5,29.4167,43.86,66,22,5.21
474,Progreso,MX,2021-04-02 17:40:50,21.2833,-89.6667,79.0,53,75,6.91
475,Savannah Bight,HN,2021-04-02 17:40:50,16.45,-85.85,82.0,84,15,8.99
476,Egvekinot,RU,2021-04-02 17:40:50,66.3167,-179.1667,-2.54,81,100,18.1
477,Gondar,ET,2021-04-02 17:40:51,12.6,37.4667,68.58,42,89,4.21
478,Kampene,CD,2021-04-02 17:40:51,-3.6,26.6667,71.01,95,78,0.89
479,Talnakh,RU,2021-04-02 17:40:51,69.4865,88.3972,-13.81,81,29,6.2
480,Amahai,ID,2021-04-02 17:40:52,-3.3333,128.9167,78.13,85,96,6.24
481,Kutum,SD,2021-04-02 17:40:52,14.2,24.6667,77.05,12,6,14.56
482,Blackwater,AU,2021-04-02 17:40:53,-23.5833,148.8833,66.65,74,10,17.58
483,Aanekoski,FI,2021-04-02 17:40:53,62.6946,25.818,37.0,93,75,4.61
484,Quatre Cocos,MU,2021-04-02 17:40:53,-20.2078,57.7625,78.8,94,40,5.75
485,Zhigansk,RU,2021-04-02 17:40:54,66.7697,123.3711,-4.9,99,100,4.16
486,Keti Bandar,PK,2021-04-02 17:40:54,24.1447,67.4497,83.19,56,1,12.06
487,Polovinnoye,RU,2021-04-02 17:40:54,54.7914,65.9864,28.6,86,47,14.58
488,Samarai,PG,2021-04-02 17:40:55,-10.6167,150.6667,80.37,80,100,4.27
489,Ucluelet,CA,2021-04-02 17:40:55,48.9329,-125.5528,45.0,75,90,4.61
490,Gua Musang,MY,2021-04-02 17:36:19,4.8823,101.9644,75.24,87,78,1.52
491,Tsabong,BW,2021-04-02 17:40:55,-26.0217,22.401,82.89,30,28,8.61
492,Igrim,RU,2021-04-02 17:40:56,63.1906,64.4162,27.27,92,77,6.69
493,Mikhaylovka,RU,2021-04-02 17:40:56,50.06,43.2379,46.99,44,34,3.0
494,Muroran,JP,2021-04-02 17:40:57,42.3172,140.9881,39.49,79,100,14.81
495,Songjianghe,CN,2021-04-02 17:40:57,42.1859,127.479,43.14,92,100,3.67
496,Emba,KZ,2021-04-02 17:40:58,48.8264,58.1442,36.16,76,100,16.78
497,Da Nang,VN,2021-04-02 17:39:22,16.0678,108.2208,78.8,94,20,2.3
498,Hambantota,LK,2021-04-02 17:40:58,6.1241,81.1185,80.58,85,33,17.0
499,Sri Aman,MY,2021-04-02 17:40:58,1.2376,111.4621,77.0,94,71,0.96
500,Brandon,US,2021-04-02 17:39:19,27.9378,-82.2859,69.01,42,1,9.22
501,Port-Gentil,GA,2021-04-02 17:40:59,-0.7193,8.7815,82.4,78,40,8.05
502,Dejen,ET,2021-04-02 17:41:00,10.1667,38.1333,68.0,22,29,4.0
503,Smidovich,RU,2021-04-02 17:41:00,48.6,133.8167,47.44,71,100,18.12
504,Manta,EC,2021-04-02 17:38:23,-0.95,-80.7333,84.2,74,20,8.05
505,Natal,BR,2021-04-02 17:37:55,-5.795,-35.2094,87.8,58,40,13.8
506,Sur,OM,2021-04-02 17:41:01,22.5667,59.5289,83.37,36,6,5.17
507,Atar,MR,2021-04-02 17:41:02,20.5169,-13.0499,103.69,4,42,1.5
508,Zalantun,CN,2021-04-02 17:41:02,48.0,122.7167,31.89,31,2,17.76
509,Kununurra,AU,2021-04-02 17:37:42,-15.7667,128.7333,73.4,94,94,2.44
510,Cayenne,GF,2021-04-02 17:41:03,4.9333,-52.3333,79.0,89,75,4.61
511,Kumano,JP,2021-04-02 17:41:03,34.3442,132.5894,60.8,63,40,5.44
512,Makali,SL,2021-04-02 17:41:04,8.6333,-11.6667,96.31,25,57,5.82
513,Shitanjing,CN,2021-04-02 17:41:04,39.2342,106.3439,41.49,44,99,4.03
514,Qaqortoq,GL,2021-04-02 17:41:05,60.7167,-46.0333,41.0,65,75,3.44
515,Hay River,CA,2021-04-02 17:41:05,60.8156,-115.7999,5.0,66,70,9.22
516,Bolgatanga,GH,2021-04-02 17:41:06,10.7856,-0.8514,96.06,5,10,5.79
517,Rocha,UY,2021-04-02 17:41:06,-34.4833,-54.3333,71.49,62,30,10.18
518,Olinda,BR,2021-04-02 17:39:33,-8.0089,-34.8553,84.2,58,20,8.05
519,Atambua,ID,2021-04-02 17:41:06,-9.1061,124.8925,73.67,93,100,8.95
520,Safford,US,2021-04-02 17:41:06,32.834,-109.7076,71.6,20,1,5.75
521,Nuuk,GL,2021-04-02 17:41:05,64.1835,-51.7216,17.6,93,75,9.22
522,Leningradskiy,RU,2021-04-02 17:41:07,69.3833,178.4167,-21.48,100,99,2.37
523,Tocopilla,CL,2021-04-02 17:41:07,-22.092,-70.1979,73.13,66,14,11.72
524,Lugo,ES,2021-04-02 17:41:08,43.0,-7.5,64.0,68,82,7.0
525,Alice,US,2021-04-02 17:41:08,27.7523,-98.0697,77.0,35,75,14.97
526,Darhan,MN,2021-04-02 17:41:08,49.4867,105.9228,31.06,54,0,6.44
527,San Antonio,US,2021-04-02 17:36:52,29.4241,-98.4936,70.0,42,1,11.5
528,Maceio,BR,2021-04-02 17:40:40,-9.6658,-35.7353,86.0,66,40,13.8
529,Saint-Philippe,RE,2021-04-02 17:41:09,-21.3585,55.7679,77.0,83,75,16.11
530,Necochea,AR,2021-04-02 17:38:05,-38.5473,-58.7368,75.99,49,20,10.0
531,Wukari,NG,2021-04-02 17:41:10,7.85,9.7833,91.96,11,13,5.19
532,Mehamn,NO,2021-04-02 17:41:10,71.0357,27.8492,27.3,90,96,3.69
533,Tingi,TZ,2021-04-02 17:41:11,-11.3,35.0333,61.59,92,81,2.82
534,Oussouye,SN,2021-04-02 17:41:11,12.485,-16.5469,95.0,73,0,6.91
535,San Quintin,MX,2021-04-02 17:41:11,30.4833,-115.95,65.12,62,0,6.96
536,Kamoke,PK,2021-04-02 17:38:01,31.9744,74.2244,73.4,38,0,5.75
537,Estevan,CA,2021-04-02 17:41:12,49.1334,-102.9842,53.6,40,40,21.85
538,Hanyang,CN,2021-04-02 17:41:12,32.1371,105.5126,43.0,89,95,13.0
539,Lakes Entrance,AU,2021-04-02 17:41:13,-37.8811,147.981,61.39,69,0,4.25
540,Redcliffe,AU,2021-04-02 17:41:13,-27.2307,153.0973,71.6,64,90,12.66
541,Iquitos,PE,2021-04-02 17:41:13,-3.7481,-73.2472,86.0,70,75,4.61
542,Kloulklubed,PW,2021-04-02 17:41:13,7.0419,134.2556,77.0,94,75,10.38
543,Temecula,US,2021-04-02 17:37:07,33.4936,-117.1484,72.0,39,1,5.7
544,Walvis Bay,NA,2021-04-02 17:41:14,-22.9575,14.5053,75.2,50,23,10.36
545,Lampazos De Naranjo,MX,2021-04-02 17:41:14,27.0167,-100.5167,65.93,52,100,13.53
546,Mamontovo,RU,2021-04-02 17:41:15,52.7055,81.6244,28.58,84,97,14.32
547,Kirakira,SB,2021-04-02 17:41:15,-10.4544,161.9205,79.21,82,100,2.39
548,Svetlyy,RU,2021-04-02 17:41:15,54.675,20.1347,41.0,87,75,11.18
549,Santa Isabel Do Rio Negro,BR,2021-04-02 17:41:16,-0.4139,-65.0192,84.6,72,95,4.54
550,Bahia Honda,CU,2021-04-02 17:41:16,22.9036,-83.1592,71.65,62,98,17.18
551,Kapiri Mposhi,ZM,2021-04-02 17:41:16,-13.9652,28.6809,61.59,88,7,5.86
552,Bac Lieu,VN,2021-04-02 17:41:17,9.285,105.7244,82.85,76,94,8.55
553,Barra Do Garcas,BR,2021-04-02 17:41:17,-15.89,-52.2567,89.33,50,89,3.98
554,Kyabe,TD,2021-04-02 17:41:17,9.4515,18.9449,92.37,12,55,5.5
555,Benguela,AO,2021-04-02 17:41:18,-12.5763,13.4055,81.01,81,37,6.69
556,Port Macquarie,AU,2021-04-02 17:41:18,-31.4333,152.9167,62.01,99,93,1.99
557,West Fargo,US,2021-04-02 17:41:18,46.875,-96.9004,57.99,35,1,21.85
558,Mackay,AU,2021-04-02 17:41:19,-21.15,149.2,69.8,88,75,12.66
559,Maniwaki,CA,2021-04-02 17:41:19,46.3834,-75.966,32.0,27,1,11.5
560,The Valley,AI,2021-04-02 17:41:19,18.217,-63.0578,84.2,61,20,19.57
561,Mabai,CN,2021-04-02 17:41:20,23.0128,104.4508,60.15,96,3,2.8
562,Biskamzha,RU,2021-04-02 17:41:20,53.4497,89.5272,22.5,88,100,5.17
563,Thurso,GB,2021-04-02 17:41:20,58.5927,-3.5259,46.4,66,75,17.27
564,Whyalla,AU,2021-04-02 17:41:21,-33.0333,137.5833,62.6,48,0,4.61
565,Bagan,RU,2021-04-02 17:41:21,54.1001,77.6646,31.64,87,100,16.71
566,Nhulunbuy,AU,2021-04-02 17:41:21,-12.2333,136.7667,75.2,94,90,12.66
567,Beloha,MG,2021-04-02 17:41:22,-25.1667,45.05,72.75,75,10,13.15
568,Santa Pola,ES,2021-04-02 17:41:22,38.1917,-0.5658,73.0,56,20,3.44
569,Puerto Baquerizo Moreno,EC,2021-04-02 17:41:22,-0.9,-89.6,82.4,78,40,5.75
570,Sainte-Maxime,FR,2021-04-02 17:41:23,43.3,6.6333,66.2,63,1,8.05
571,Erzin,TR,2021-04-02 17:41:23,36.9559,36.2,54.0,82,100,1.86
572,Pleasanton,US,2021-04-02 17:39:44,37.6624,-121.8747,66.99,40,15,3.56
573,Kavaratti,IN,2021-04-02 17:41:23,10.5669,72.642,83.43,61,95,10.92
